"166","4","960","1977-11-05 13:25:23"
"167","92","870","1985-02-01 09:37:09"
"168","64","955","1996-05-11 13:19:30"
"169","20","1105","2003-07-09 09:16:16"
"170","34","1533","1976-04-09 04:05:07"
"171","5","902","1999-11-26 02:02:34"
"172","99","1965","2014-07-13 00:18:05"
"173","90","1989","2019-08-22 21:25:23"
"174","53","549","2018-07-13 17:50:07"
"175","37","1488","1980-02-15 14:19:08"
"176","18","754","1976-07-06 13:10:54"
"177","70","434","2009-11-14 08:38:51"
"178","81","5","2014-06-21 06:09:46"
"179","3","1102","1978-11-15 04:13:28"
"180","63","652","1990-12-22 16:00:14"
"181","3","1073","2022-07-08 09:52:31"
"182","60","1407","1980-11-29 20:42:32"
"183","22","985","2012-10-04 00:50:05"
"184","13","213","2005-10-06 22:33:53"
"185","38","1202","1999-01-23 00:06:29"
"186","99","1821","1998-05-10 21:25:30"
"187","39","386","1975-01-25 05:10:49"
"188","95","1224","2008-08-15 17:01:38"
"189","26","497","2003-12-29 04:39:17"
"190","2","333","1981-03-28 11:55:18"
"191","9","1029","2003-04-24 11:02:02"
"192","80","1388","1988-10-20 22:04:14"
"193","63","407","2014-04-10 01:44:54"
"194","24","1442","2009-08-02 00:08:15"
"195","87","579","1971-11-19 11:26:51"
"196","51","1598","1985-12-14 20:49:37"
"197","82","270","2019-02-02 05:56:14"
"198","22","198","2014-06-11 20:02:42"
"199","64","293","2012-09-24 19:38:16"
"200","5","688","2016-05-18 14:49:07"
"201","81","402","1988-03-24 18:42:05"
"202","12","1335","1997-02-02 10:38:10"
"203","3","779","1991-05-09 21:17:11"
"204","13","1388","1992-05-23 12:09:48"
"205","56","1461","2017-09-30 07:02:42"
"206","96","1935","1997-07-06 21:00:04"
"207","82","1202","2018-01-15 15:07:57"
"208","9","1335","1991-11-10 07:58:53"
"209","11","676","1992-04-10 11:11:03"
"210","83","1862","1990-10-08 14:00:58"
"211","40","913","1987-03-15 19:59:07"
"212","5","749","2010-10-25 04:48:44"
"213","11","1339","1998-05-19 18:20:19"
"214","76","1235","1997-10-12 17:37:26"
"215","67","657","2003-12-01 16:47:55"
"216","77","1407","1990-12-08 02:14:03"
"217","23","1674","2017-12-30 03:57:38"
"218","76","494","2006-12-01 23:42:05"
"219","54","427","1981-06-13 08:11:01"
"220","97","908","2017-07-30 19:56:37"
"221","49","382","1988-10-19 18:47:51"
"222","41","1542","2024-01-03 02:46:18"
"223","17","374","1978-12-04 09:41:55"
"224","7","1933","1976-12-03 01:01:39"
"225","64","151","2005-05-30 00:00:53"
"226","97","1768","1993-10-18 21:48:31"
"227","88","1434","1984-03-20 02:08:38"
"228","72","885","1984-05-14 20:02:49"
"229","84","1123","2003-01-08 14:38:20"
"230","52","519","1972-04-20 02:38:07"
"231","89","669","2016-01-05 12:16:27"
"232","29","515","2008-09-15 15:57:55"
"233","28","1111","1975-03-30 12:12:35"
"234","64","1697","1996-03-26 05:41:42"
"235","64","1304","2024-05-26 00:50:16"
"236","32","1362","1977-06-09 02:42:23"
"237","24","1060","1994-01-14 21:02:00"
"238","10","337","1982-02-01 19:23:41"
"239","49","1862","2021-06-01 22:55:02"
"240","13","1215","2007-09-10 16:49:04"
"241","52","1927","2000-12-07 01:02:04"
"242","18","1843","1970-03-05 22:45:41"
"243","22","133","2023-10-25 16:02:16"
"244","54","456","2002-06-06 12:40:19"
"245","11","542","1994-12-27 00:48:40"
"246","5","1879","2012-08-26 22:59:10"
"247","13","1570","1985-10-05 06:55:25"
"248","13","426","1991-04-23 03:31:48"
"249","32","1881","1979-06-30 11:18:06"
"250","97","1497","2002-08-31 23:34:02"
"251","79","80","1974-06-30 00:33:35"
"252","16","277","1996-09-29 18:50:46"
"253","7","1234","2009-04-25 00:00:39"
"254","80","338","2015-12-14 09:05:02"
"255","83","1841","2003-02-21 23:47:10"
"256","58","1950","2015-08-06 08:03:08"
"257","83","1528","1979-07-15 10:58:37"
"258","60","1545","1990-10-15 09:32:24"
"259","27","896","2011-06-17 22:21:27"
"260","8","1317","1981-10-30 21:02:27"
"261","29","873","1973-07-06 20:26:47"
"262","70","558","2014-07-01 11:30:20"
"263","19","1862","1984-05-19 20:30:17"
"264","86","447","1987-06-03 04:39:15"
"265","31","822","1975-09-29 09:57:07"
"266","93","1991","1980-09-20 13:53:22"
"267","95","283","1987-11-22 11:52:55"
"268","23","1878","2008-07-10 07:21:40"
"269","47","1091","2016-10-25 06:11:04"
"270","97","384","1989-07-03 23:52:56"
"271","70","1580","2001-04-29 06:35:13"
"272","38","1571","2011-09-28 17:19:32"
"273","80","1731","2021-04-10 00:18:59"
"274","38","636","2004-07-27 22:59:57"
"275","50","179","1992-06-04 19:31:38"
"276","77","1438","1996-02-11 06:09:08"
"277","29","1570","2022-02-10 08:44:00"
"278","84","1556","1980-05-17 21:40:53"
"279","15","1139","2009-12-02 13:53:41"
"280","62","1037","2008-10-15 08:42:26"
"281","41","1799","2013-11-13 00:05:38"
"282","86","1234","1977-08-29 02:45:14"
"283","20","1744","1982-04-18 02:54:55"
"284","31","1730","2010-08-07 07:52:13"
"285","98","175","2023-02-04 16:17:28"
"286","28","688","1982-05-22 03:55:39"
"287","68","170","2010-10-07 00:27:54"
"288","44","501","1992-07-05 09:56:53"
"289","43","1961","1973-01-19 22:38:20"
"290","23","1959","1975-04-15 15:48:07"
"291","58","17","1971-12-21 17:07:56"
"292","32","1211","1993-01-09 03:27:11"
"293","10","333","1973-01-04 12:34:53"
"294","52","1188","2014-07-10 05:36:55"
"295","61","355","2008-06-07 20:35:00"
"296","29","1595","1973-07-31 08:27:18"
"297","62","417","1995-05-30 05:28:51"
"298","28","1876","2017-08-31 18:57:41"
"299","53","514","1970-12-23 17:56:11"
"300","98","496","1980-02-20 05:25:57"
"301","64","323","2024-05-31 09:32:56"
"302","10","14","2008-04-30 13:03:48"
"303","38","382","2009-03-28 02:33:30"
"304","32","1413","1987-10-16 08:19:01"
"305","42","752","2013-01-02 03:06:31"
"306","83","795","1991-05-11 02:41:44"
"307","78","559","1988-05-20 22:39:32"
"308","66","1935","2011-12-11 13:15:59"
"309","55","642","1996-03-24 09:00:05"
"310","5","333","1974-11-28 14:14:54"
"311","5","170","2020-07-12 06:37:57"
"312","39","374","1986-01-28 23:33:53"
"313","98","512","2020-11-08 21:29:48"
"314","8","14","1996-11-27 04:23:04"
"315","89","158","2011-04-27 07:13:23"
"316","24","1974","1980-06-08 18:57:47"
"317","73","590","2015-06-08 13:03:18"
"318","75","1947","1992-01-27 23:44:22"
"319","35","649","2021-11-15 11:42:34"
"320","38","487","1974-03-12 01:51:13"
"321","33","1135","1973-05-10 23:46:16"
"322","9","543","2009-07-04 09:16:52"
"323","12","470","2005-12-03 01:09:09"
"324","34","1231","1975-08-23 15:49:45"
"325","23","1634","1992-06-26 07:45:56"
"326","62","669","1988-05-06 16:35:20"
"327","35","1402","1997-06-14 04:54:01"
"328","57","194","1998-07-23 17:06:12"
"329","64","935","1982-03-18 16:39:35"
"330","14","1183","2018-04-01 08:26:44"
"331","95","723","1971-04-10 13:28:11"
"332","32","149","1980-03-21 15:18:23"
"333","56","435","1989-02-07 20:55:05"
"334","31","63","2000-11-20 20:31:59"
"335","34","1967","1982-11-16 08:27:24"
"336","13","847","2004-02-01 13:56:48"
"337","40","1037","1999-11-02 03:36:24"
"338","23","815","2003-04-03 19:44:12"
"339","98","252","1989-01-18 02:06:02"
"340","73","858","2015-05-27 11:19:17"
"341","87","369","2001-05-25 22:37:15"
"342","50","1629","2014-04-21 19:23:44"
"343","90","1543","2010-07-18 06:34:17"
"344","49","630","1985-05-26 11:34:29"
"345","16","1362","1988-03-23 07:19:50"
"346","81","906","2023-11-27 13:11:01"
"347","89","1739","1977-09-16 05:42:17"
"348","60","274","2012-07-09 01:45:10"
"349","80","1791","2003-12-24 07:03:36"
"350","79","32","2014-10-09 12:20:44"
"351","74","630","2023-06-01 22:58:46"
"352","66","1664","1972-07-07 08:42:53"
"353","45","1825","1979-12-17 00:07:36"
"354","23","1285","1979-04-29 10:30:12"
"355","1","196","2007-09-18 18:28:50"
"356","98","747","1988-03-08 22:46:48"
"357","23","618","1970-09-29 21:28:49"
"358","83","86","2017-08-02 12:09:15"
"359","20","702","2000-10-04 13:40:54"
"360","85","530","1972-03-03 19:35:02"
"361","6","1599","1976-09-27 14:08:37"
"362","89","1019","2012-07-24 03:15:50"
"363","34","124","1997-06-25 17:58:53"
"364","90","405","1994-12-28 17:39:41"
"365","33","135","2017-08-02 07:23:00"
"366","59","1344","1980-12-20 10:00:32"
"367","93","335","1985-11-05 19:53:14"
"368","56","1999","1982-07-02 21:37:09"
"369","41","1439","1974-06-01 23:05:43"
"370","57","676","1981-11-05 01:21:03"
"371","50","639","1985-11-09 13:48:50"
"372","58","405","2020-02-20 21:51:39"
"373","10","1105","1972-11-22 21:23:27"
"374","98","454","1977-10-05 03:08:30"
"375","63","902","2023-02-17 07:19:29"
"376","29","291","2024-07-24 09:16:48"
"377","70","607","2004-12-18 12:07:31"
"378","87","1027","2008-05-11 20:17:05"
"379","22","1267","1982-04-06 13:20:07"
"380","96","1242","1986-03-30 14:19:48"
"381","38","1346","1990-11-25 22:27:56"
"382","4","705","2006-02-25 07:57:46"
"383","94","470","1979-04-04 14:30:45"
"384","1","286","1978-09-15 04:39:45"
"385","75","124","1989-10-17 21:23:17"
"386","87","1153","1994-06-08 20:12:23"
"387","54","1042","1994-06-24 06:56:12"
"388","84","810","2021-10-14 15:52:31"
"389","47","449","2001-06-15 18:58:08"
"390","46","624","1979-12-11 21:50:23"
"391","6","738","2003-10-03 06:49:23"
"392","72","365","1970-11-21 10:41:18"
"393","85","398","2024-04-22 00:16:37"
"394","67","1007","1976-08-03 23:57:21"
"395","69","1397","1980-12-13 21:52:04"
"396","48","1840","2000-05-08 06:12:50"
"397","41","1533","2018-01-18 17:58:56"
"398","8","1750","1976-05-04 16:31:53"
"399","8","1461","2009-03-21 12:52:38"
"400","90","1139","1989-07-14 08:31:15"
"401","60","333","1976-11-20 03:47:05"
"402","36","1263","1973-12-09 03:52:47"
"403","66","1363","2011-11-27 15:15:48"
"404","16","1247","2020-07-08 08:11:57"
"405","15","10","1987-02-23 12:16:48"
"406","14","655","2016-09-11 23:19:49"
"407","86","190","2015-11-24 01:13:59"
"408","19","717","2011-10-22 12:58:25"
"409","82","1560","1982-11-18 18:51:47"
"410","51","837","2012-01-14 14:08:03"
"411","13","1720","1977-12-10 05:05:52"
"412","99","1634","2019-02-06 22:36:05"
"413","90","1657","1976-03-18 12:06:01"
"414","7","374","2018-08-10 23:44:48"
"415","16","862","2018-12-28 11:41:09"
"416","90","582","2019-05-14 06:23:07"
"417","60","1442","1980-11-17 13:01:37"
"418","93","835","1981-12-02 02:11:49"
"419","37","417","1998-05-03 00:00:31"
"420","23","133","1998-02-13 09:05:36"
"421","94","649","1981-05-26 02:07:25"
"422","54","1860","2019-01-22 07:11:09"
"423","5","1640","2002-01-26 19:47:48"
"424","15","180","2024-06-26 07:20:53"
"425","24","724","2011-05-03 00:21:20"
"426","48","1960","1999-01-13 08:51:35"
"427","3","1912","2011-02-04 17:02:32"
"428","21","337","2001-03-24 14:15:09"
"429","51","1763","1977-08-19 02:22:00"
"430","9","1206","1989-09-03 19:50:29"
"431","33","1219","1989-09-16 01:52:41"
"432","44","364","1998-10-15 06:38:33"
"433","38","1215","1972-06-13 02:41:21"
"434","37","685","2014-03-04 14:51:36"
"435","45","472","2010-08-02 16:14:15"
"436","10","730","1999-08-21 14:49:23"
"437","95","1072","2015-06-16 01:36:00"
"438","86","1905","2013-11-01 22:17:52"
"439","45","382","1980-04-17 05:15:40"
"440","10","1375","1984-09-03 00:18:08"
"441","15","973","2002-01-18 09:47:44"
"442","18","977","1985-12-07 05:09:48"
"443","40","1333","1979-09-19 11:56:38"
"444","74","1100","2005-07-30 16:51:34"
"445","56","1363","1991-04-01 23:15:56"
"446","7","803","2004-06-15 22:09:33"
"447","57","1992","1997-01-16 12:51:07"
"448","83","590","1975-03-04 09:24:19"
"449","24","362","2004-06-22 11:33:08"
"450","50","941","1979-10-16 19:10:22"
"451","84","1771","1978-08-03 19:25:15"
"452","80","1627","2004-07-24 01:02:43"
"453","83","1812","2009-08-20 14:15:30"
"454","75","1523","2015-05-24 22:15:08"
"455","5","1854","2015-01-28 18:09:28"
"456","21","1534","2016-08-13 13:55:23"
"457","72","78","2003-08-15 19:05:24"
"458","15","1387","1994-07-26 14:27:50"
"459","10","479","2021-10-28 04:27:51"
"460","46","1343","2013-12-12 06:12:20"
"461","16","1332","1975-08-07 00:04:06"
"462","62","1343","2011-02-03 11:38:38"
"463","53","1645","1973-05-15 06:07:17"
"464","90","1906","2006-09-04 10:14:29"
"465","46","377","1978-09-18 23:41:16"
"466","48","1172","1975-01-16 04:38:49"
"467","97","1836","2016-09-26 22:42:28"
"468","66","850","1988-02-16 18:15:26"
"469","13","698","1975-01-14 12:11:00"
"470","19","804","2003-12-21 09:11:42"
"471","39","1842","2021-03-06 18:48:27"
"472","22","608","1976-11-14 02:52:25"
"473","50","1442","1972-06-05 13:08:29"
"474","62","1934","1998-05-30 09:31:14"
"475","28","1890","2019-03-18 15:23:49"
"476","48","543","2008-02-06 21:09:26"
"477","16","1997","1972-08-28 15:56:09"
"478","49","554","1979-03-19 12:19:32"
"479","38","1967","1992-09-22 01:08:49"
"480","75","1368","1998-08-25 05:38:34"
"481","97","1072","2001-04-08 05:58:51"
"482","44","1484","2004-02-11 03:01:18"
"483","58","1184","1994-06-06 01:53:18"
"484","22","672","1979-09-04 08:13:21"
"485","52","158","1982-10-06 14:25:10"
"486","35","72","2016-08-24 21:14:04"
"487","73","348","2022-02-28 08:24:53"
"488","34","270","1998-02-11 15:08:02"
"489","26","1803","2013-10-18 01:26:40"
"490","68","355","2010-07-30 07:57:59"
"491","53","649","1976-06-01 12:45:18"
"492","27","531","1978-04-20 21:26:47"
"493","76","1841","1987-02-26 06:31:15"
"494","64","434","2017-02-09 17:54:50"
"495","24","1406","1970-10-31 03:54:15"
"496","4","405","2018-12-26 22:42:46"
"497","53","555","2012-12-05 09:04:18"
"498","23","529","2008-05-12 17:38:54"
"499","19","862","2016-02-02 03:05:53"
"500","83","693","1983-08-21 16:27:58"
"501","83","698","2024-07-10 03:27:35"
"502","49","531","2004-02-11 13:20:25"
"503","42","1402","2024-02-06 16:57:18"
"504","48","456","1996-12-29 06:09:21"
"505","31","1277","1978-11-16 00:54:36"
"506","59","1790","1989-12-20 05:18:47"
"507","64","1139","2021-12-14 19:12:50"
"508","25","1720","1993-01-13 11:40:48"
"509","28","1913","1987-10-02 18:34:23"
"510","28","683","2001-03-28 02:42:53"
"511","76","660","2009-11-14 10:13:43"
"512","78","775","1973-02-21 20:34:57"
"513","33","1840","1992-11-03 00:52:20"
"514","57","1308","2005-10-10 16:43:05"
"515","8","850","1989-12-29 22:34:34"
"516","71","977","2010-08-01 14:51:41"
"517","96","695","1993-11-21 07:55:28"
"518","96","1814","1980-11-24 05:59:03"
"519","74","1227","2009-02-12 13:01:04"
"520","56","609","2011-11-05 13:22:13"
"521","14","50","1993-04-07 18:30:37"
"522","34","1453","1996-12-13 18:31:11"
"523","67","482","2002-02-23 21:09:25"
"524","28","1954","1986-06-13 15:56:58"
"525","49","1305","2006-10-02 00:43:58"
"526","32","1004","1996-06-21 10:59:05"
"527","27","1935","2017-11-10 00:32:25"
"528","69","1420","1977-05-06 05:58:36"
"529","54","482","1987-04-25 11:33:13"
"530","3","588","1997-07-29 01:04:48"
"531","52","660","1976-11-05 18:16:06"
"532","67","766","2007-01-20 01:53:05"
"533","41","1083","1992-10-12 08:43:23"
"534","73","941","2015-10-14 12:48:36"
"535","43","943","1983-04-26 22:42:29"
"536","23","1553","2012-04-28 20:15:45"
"537","1","1151","2024-03-16 22:25:16"
"538","60","807","1988-12-19 05:25:04"
"539","38","148","1976-10-12 17:49:09"
"540","26","1202","1987-10-02 20:57:02"
"541","33","717","2007-08-24 01:30:12"
"542","6","1519","2016-03-14 20:42:45"
"543","38","1991","1971-04-19 15:21:58"
"544","6","1087","1995-04-11 09:01:20"
"545","51","392","2002-10-04 17:44:58"
"546","23","334","1995-01-03 00:10:08"
"547","84","1087","1975-01-31 15:22:17"
"548","38","256","1981-01-10 14:13:29"
"549","57","45","1996-04-01 08:33:05"
"550","59","880","1994-12-14 23:37:10"
"551","1","1425","1995-02-02 09:29:26"
"552","14","1609","1995-10-12 06:49:26"
"553","25","1173","1990-01-24 02:14:39"
"554","35","907","2000-05-13 06:00:39"
"555","89","90","2003-04-21 05:18:04"
"556","1","568","2011-03-13 18:06:04"
"557","18","1533","2001-10-11 12:36:42"
"558","39","1412","1984-12-05 22:13:04"
"559","39","364","1973-10-07 15:09:11"
"560","3","838","1998-02-04 01:10:58"
"561","22","1367","2001-09-20 19:45:25"
"562","95","1963","2007-01-13 05:34:46"
"563","17","70","2017-07-19 09:52:47"
"564","77","1363","2002-11-01 02:32:08"
"565","72","5","1992-03-04 19:17:59"
"566","80","139","2012-07-28 15:43:59"
"567","43","1127","1983-07-07 19:55:38"
"568","7","1173","2022-09-01 12:36:14"
"569","97","1497","2010-11-26 18:43:16"
"570","45","599","2014-05-12 12:48:43"
"571","11","1975","2023-12-05 12:25:15"
"572","97","1043","1986-02-18 19:11:37"
"573","91","1974","1986-06-09 22:18:59"
"574","74","1607","1970-07-19 09:28:31"
"575","40","63","1989-03-07 18:41:21"
"576","10","549","1991-09-06 09:55:03"
"577","11","1237","1972-09-03 21:31:44"
"578","75","1763","1977-09-06 16:22:23"
"579","52","902","2005-04-18 15:18:57"
"580","27","291","2002-12-05 04:10:15"
"581","27","597","2020-03-01 21:48:55"
"582","66","409","1998-12-10 19:57:25"
"583","59","1779","2006-06-28 17:46:06"
"584","92","1573","2008-11-14 17:29:37"
"585","17","977","2013-05-10 20:18:28"
"586","85","249","2008-11-11 13:33:54"
"587","51","798","2005-11-02 23:22:09"
"588","77","1073","1996-11-22 07:47:53"
"589","12","398","1988-12-22 16:47:35"
"590","12","497","1979-08-01 17:40:49"
"591","91","483","2012-12-22 12:58:48"
"592","31","501","1990-07-06 18:46:46"
"593","66","1235","1979-07-31 11:15:56"
"594","66","1015","2006-01-29 13:52:21"
"595","53","1231","1971-11-11 05:42:03"
"596","72","458","2000-09-21 23:12:10"
"597","91","472","2015-08-04 16:33:39"
"598","17","1385","1982-12-05 08:45:30"
"599","38","882","2001-07-05 19:07:16"
"600","32","919","1980-08-07 11:09:50"
"601","36","1375","2009-07-01 07:28:33"
"602","48","1501","1973-01-13 09:32:26"
"603","43","1228","1979-02-05 14:09:36"
"604","16","151","1997-05-25 16:14:40"
"605","98","19","1976-08-09 18:09:19"
"606","47","1173","1997-07-25 11:11:58"
"607","56","362","2009-01-04 05:28:42"
"608","26","362","2002-07-09 01:27:54"
"609","90","1799","1972-01-03 08:35:27"
"610","88","890","1988-01-28 11:00:21"
"611","83","1925","2023-09-24 21:47:40"
"612","30","688","1976-08-31 03:27:36"
"613","91","39","2015-01-29 20:58:50"
"614","2","426","1985-03-26 03:35:14"
"615","96","177","2013-05-19 23:01:00"
"616","5","1972","2012-02-01 07:36:55"
"617","1","1322","1983-10-15 23:43:58"
"618","32","40","1989-06-17 12:54:26"
"619","13","867","1980-02-23 13:07:02"
"620","91","1050","2000-02-23 22:41:58"
"621","18","1197","2020-03-12 08:21:05"
"622","88","382","1990-06-08 10:12:42"
"623","90","684","1981-01-02 09:14:37"
"624","4","316","1992-01-13 04:04:39"
"625","51","1080","1992-12-25 12:57:14"
"626","94","404","2022-02-12 13:30:57"
"627","18","1779","2004-04-26 17:56:14"
"628","76","351","1970-08-15 16:37:19"
"629","48","845","1984-11-03 02:46:40"
"630","24","337","2016-09-28 17:00:27"
"631","27","1425","2013-02-16 21:57:41"
"632","50","387","2007-12-15 11:27:18"
"633","58","1260","1992-01-16 08:53:09"
"634","50","92","2010-02-13 01:41:26"
"635","35","524","2020-06-19 09:22:25"
"636","70","1585","2018-03-29 06:00:19"
"637","15","233","2003-09-13 09:34:13"
"638","74","1612","2001-03-18 07:35:14"
"639","21","82","1984-07-03 13:40:31"
"640","27","1828","1984-03-16 15:22:58"
"641","81","1876","2013-11-21 07:32:51"
"642","35","652","1990-10-20 18:01:33"
"643","28","77","2018-05-05 17:00:21"
"644","88","850","2002-07-19 00:31:28"
"645","21","1197","1983-11-24 07:18:49"
"646","1","512","2009-12-31 13:20:05"
"647","24","1458","1977-11-23 11:41:08"
"648","44","200","1996-01-29 04:42:37"
"649","58","1196","1990-12-15 20:33:39"
"650","28","1786","2022-01-17 22:27:36"
